	Kingdom	Phylum	Class	Order	Family	Genus	Species	Score
4230ced378a9bacf4f94281dd33b91b6	Archaea	Crenarchaeota	Thaumarchaeota	Nitrososphaerales	Nitrososphaeraceae	Candidatus	Nitrososphaera	0.8925986216
5970b5867f622beb12294d3e9c52c410	Bacteria	[Thermi]	Deinococci	Deinococcales	Deinococcaceae	Deinococcus	geothermalis	0.9999975879
c5710b3ca20520f07444f2303689ba3f	Bacteria	[Thermi]	Deinococci	Deinococcales	Deinococcaceae	Deinococcus	ND	0.7195009995
31942f62e63c4b1294931c5036b71aed	Bacteria	[Thermi]	Deinococci	Deinococcales	Deinococcaceae	Deinococcus	ND	0.7826714736
d8158ebc2d88711b7284065494a561ad	Bacteria	[Thermi]	Deinococci	Deinococcales	Deinococcaceae	Deinococcus	ND	0.8017006953
6b58c2f533cc71b02fb5ba4a3f9aff99	Bacteria	[Thermi]	Deinococci	Deinococcales	Deinococcaceae	Deinococcus	ND	0.8176025452
28adab0fd84c429057d06a662f8e26f6	Bacteria	[Thermi]	Deinococci	Deinococcales	Deinococcaceae	Deinococcus	ND	0.8824296382
5d1a707d6997723e2b8323b258ebc42d	Bacteria	[Thermi]	Deinococci	Deinococcales	Deinococcaceae	Deinococcus	ND	0.8928859534
7b38509051492cda949766b944186121	Bacteria	[Thermi]	Deinococci	Deinococcales	Deinococcaceae	Deinococcus	ND	0.9454563601
359c02fed19c52261c1b4ff6bb5e0658	Bacteria	[Thermi]	Deinococci	Deinococcales	Deinococcaceae	ND	ND	0.7372996718
f2120eccbfbed4a7a21d0722c9d85222	Bacteria	[Thermi]	Deinococci	Deinococcales	Trueperaceae	B-42	ND	0.9743334854
225cf41948474eac4074662f39321788	Bacteria	[Thermi]	Deinococci	Deinococcales	Trueperaceae	Truepera	ND	0.9408705142
399a7dec1ae1c163e8e82f3888e51442	Bacteria	[Thermi]	Deinococci	Deinococcales	Trueperaceae	Truepera	ND	0.9990615037
455edf57e0792774533ba1cc22239ace	Bacteria	[Thermi]	Deinococci	Deinococcales	Trueperaceae	Truepera	ND	0.9998247683
8f3f97ffbf34529bb635acdb74da32eb	Bacteria	Acidobacteria	[Chloracidobacteria]	RB41	Ellin6075	ND	ND	0.9970023367
704d38b8613f62a1cf90f0b8dbd43eda	Bacteria	Acidobacteria	Acidobacteriia	Acidobacteriales	Acidobacteriaceae	Acidobacterium	ND	0.8080893574
cdf229ad3233da0334597afcd6b21959	Bacteria	Acidobacteria	Acidobacteriia	Acidobacteriales	Acidobacteriaceae	Edaphobacter	modestum	0.7006694523
a4bdef27bd250d5ccb715d45f4da16ce	Bacteria	Acidobacteria	Acidobacteriia	Acidobacteriales	Acidobacteriaceae	Edaphobacter	modestum	0.7230035251
88342c22bbd5c8ea051601fdced2de0a	Bacteria	Acidobacteria	Acidobacteriia	Acidobacteriales	Acidobacteriaceae	Edaphobacter	modestum	0.7310430156
61171eb0c5c4b803b390e66aa6e14bec	Bacteria	Acidobacteria	Acidobacteriia	Acidobacteriales	Acidobacteriaceae	Edaphobacter	ND	0.7099790533
9062a410145c38d7dfc85f1cd7a52460	Bacteria	Acidobacteria	Acidobacteriia	Acidobacteriales	Acidobacteriaceae	Edaphobacter	ND	0.7251163486
dc34da4360b0a59985366412eefbcf1d	Bacteria	Acidobacteria	Acidobacteriia	Acidobacteriales	Acidobacteriaceae	Edaphobacter	ND	0.7271951398
cd495bb505cc5d667e4d4325dd461a7e	Bacteria	Acidobacteria	Acidobacteriia	Acidobacteriales	Acidobacteriaceae	Edaphobacter	ND	0.7312479343
48f3b10415598b8f9d2792433f42c3da	Bacteria	Acidobacteria	Acidobacteriia	Acidobacteriales	Acidobacteriaceae	Edaphobacter	ND	0.7331632967
237d0f038b2c35ca7f76575b091c27b0	Bacteria	Acidobacteria	Acidobacteriia	Acidobacteriales	Acidobacteriaceae	Edaphobacter	ND	0.7418260447
33686530f9402fc2ac5350b8a09acaad	Bacteria	Acidobacteria	Acidobacteriia	Acidobacteriales	Acidobacteriaceae	Edaphobacter	ND	0.7452032206
e867f000a74223f7ab5fe2c7aa0ae8c3	Bacteria	Acidobacteria	Acidobacteriia	Acidobacteriales	Acidobacteriaceae	Edaphobacter	ND	0.7619388012
8eb226952a87191fefcc5316b814f8d1	Bacteria	Acidobacteria	Acidobacteriia	Acidobacteriales	Acidobacteriaceae	Edaphobacter	ND	0.8105775743
907333b4ca623f95fb7b975e7afae508	Bacteria	Acidobacteria	Acidobacteriia	Acidobacteriales	Acidobacteriaceae	Edaphobacter	ND	0.8259723831
dd98aae483c79802d099c79b5244f90e	Bacteria	Acidobacteria	Acidobacteriia	Acidobacteriales	Acidobacteriaceae	Edaphobacter	ND	0.841340706
175f934cde82760a4d330d192b8883ec	Bacteria	Acidobacteria	Acidobacteriia	Acidobacteriales	Acidobacteriaceae	Edaphobacter	ND	0.9100243023
e1b5d4bb95df6e9f4945f36687be7ad7	Bacteria	Acidobacteria	Acidobacteriia	Acidobacteriales	Acidobacteriaceae	Edaphobacter	ND	0.9163579326
8ef401c735f380fbdf6f3bb4277d3fa5	Bacteria	Acidobacteria	Acidobacteriia	Acidobacteriales	Acidobacteriaceae	Edaphobacter	ND	0.9302838342
fc857dfdaba94681e9491d42e0585d33	Bacteria	Acidobacteria	Acidobacteriia	Acidobacteriales	Acidobacteriaceae	Edaphobacter	ND	0.9493537753
bd55db17593861ead2f2c2d1495a5e63	Bacteria	Acidobacteria	Acidobacteriia	Acidobacteriales	Acidobacteriaceae	Edaphobacter	ND	0.9493832856
89dfa51745a925344c2073d17c4ce0a4	Bacteria	Acidobacteria	Acidobacteriia	Acidobacteriales	Acidobacteriaceae	Granulicella	paludicola	0.7680847837
78dd2d6cb2bba03de27f526196918826	Bacteria	Acidobacteria	Acidobacteriia	Acidobacteriales	Acidobacteriaceae	ND	ND	0.7291928576
16315bf47e83634d2af1dfdd2605b8af	Bacteria	Acidobacteria	Acidobacteriia	Acidobacteriales	Acidobacteriaceae	ND	ND	0.7574906662
e2ac7f6196c80d8d121963934e933753	Bacteria	Acidobacteria	Acidobacteriia	Acidobacteriales	Acidobacteriaceae	ND	ND	0.7980999585
9170d1251516456fea430f39b31a11dc	Bacteria	Acidobacteria	Acidobacteriia	Acidobacteriales	Acidobacteriaceae	ND	ND	0.831725754
7c8e7d1378b87e5936f703b08c2355af	Bacteria	Acidobacteria	Acidobacteriia	Acidobacteriales	Acidobacteriaceae	ND	ND	0.8400649428
2f4e76b6bb952ee3c34944764ba0f380	Bacteria	Acidobacteria	Acidobacteriia	Acidobacteriales	Acidobacteriaceae	ND	ND	0.891018943
e1b640290eeb5158821d39078ee89f9f	Bacteria	Acidobacteria	Acidobacteriia	Acidobacteriales	Acidobacteriaceae	ND	ND	0.8932590201
76a0046e8df6d66e6d8badfcfc7a6892	Bacteria	Acidobacteria	Acidobacteriia	Acidobacteriales	Acidobacteriaceae	ND	ND	0.903221121
aae7a27b68e1e075e516aee658f0bd74	Bacteria	Acidobacteria	Acidobacteriia	Acidobacteriales	Acidobacteriaceae	ND	ND	0.9200093414
1739a219d720872bdf43e6ca5f6ea190	Bacteria	Acidobacteria	Acidobacteriia	Acidobacteriales	Acidobacteriaceae	ND	ND	0.9462304999
e14c7d580add693d3646dbbe9bfab2cf	Bacteria	Acidobacteria	Acidobacteriia	Acidobacteriales	Acidobacteriaceae	ND	ND	0.9490440561
bb940827d5f9406daa8829f5ade10276	Bacteria	Acidobacteria	Acidobacteriia	Acidobacteriales	Acidobacteriaceae	ND	ND	0.9633169354
1b96a2cd80cd22b36aa9f82e50a13562	Bacteria	Acidobacteria	Acidobacteriia	Acidobacteriales	Acidobacteriaceae	ND	ND	0.9665662833
caa2c984d655028fde4f7271d7dcf7f7	Bacteria	Acidobacteria	Acidobacteriia	Acidobacteriales	Acidobacteriaceae	ND	ND	0.9688789287
83a295d76dd2064303b7f6c624146604	Bacteria	Acidobacteria	Acidobacteriia	Acidobacteriales	Acidobacteriaceae	ND	ND	0.9706536827
add9da10a5df56d78f2e4b01b11d6ffb	Bacteria	Acidobacteria	Acidobacteriia	Acidobacteriales	Acidobacteriaceae	ND	ND	0.9768322756
eef8e7e57ba8989bb182f4be39b7d0ef	Bacteria	Acidobacteria	Acidobacteriia	Acidobacteriales	Acidobacteriaceae	ND	ND	0.9808316795
c95ce108259be52bd3d1e92c4df33244	Bacteria	Acidobacteria	Acidobacteriia	Acidobacteriales	Acidobacteriaceae	ND	ND	0.9880047409
1fa5168f485ab610288e01ee47523cd7	Bacteria	Acidobacteria	Acidobacteriia	Acidobacteriales	Acidobacteriaceae	ND	ND	0.9907037461
6cd10f83219ab12c169d2585a063000e	Bacteria	Acidobacteria	Acidobacteriia	Acidobacteriales	Acidobacteriaceae	ND	ND	0.9918906461
c1b48be45684b73c50dc33bfc3a9ef44	Bacteria	Acidobacteria	Acidobacteriia	Acidobacteriales	Acidobacteriaceae	ND	ND	0.9922701153
d3c937f8ff37c21d7f55264a5bb0d319	Bacteria	Acidobacteria	Acidobacteriia	Acidobacteriales	Acidobacteriaceae	ND	ND	0.9931552286
ff99460ed31309777161e0f65b6c09e4	Bacteria	Acidobacteria	Acidobacteriia	Acidobacteriales	Acidobacteriaceae	ND	ND	0.9933847153
7a86c806d0a2fa15bfb304f4efa7847a	Bacteria	Acidobacteria	Acidobacteriia	Acidobacteriales	Acidobacteriaceae	ND	ND	0.9941588322
5ce54ea9e19df67c567ec402453e3b20	Bacteria	Acidobacteria	Acidobacteriia	Acidobacteriales	Acidobacteriaceae	ND	ND	0.99483916
ba3e71c0f56e0dfe09109d054c4c4e6f	Bacteria	Acidobacteria	Acidobacteriia	Acidobacteriales	Acidobacteriaceae	ND	ND	0.9965077402
654dd054c476409e2629ae73c402d0d5	Bacteria	Acidobacteria	Acidobacteriia	Acidobacteriales	Acidobacteriaceae	ND	ND	0.9979960802
61c916bec3ff6dade48998ea2468a44f	Bacteria	Acidobacteria	Acidobacteriia	Acidobacteriales	Acidobacteriaceae	ND	ND	0.9987219259
b9cadbe02a6929d59539cbcf6fa4f2c4	Bacteria	Acidobacteria	Acidobacteriia	Acidobacteriales	Acidobacteriaceae	ND	ND	0.9993328301
9802c6daeed3277ffdae85f1c530c25c	Bacteria	Acidobacteria	Acidobacteriia	Acidobacteriales	Acidobacteriaceae	ND	ND	0.9993357638
234c537298ebd59332dd29809fd85259	Bacteria	Acidobacteria	Acidobacteriia	Acidobacteriales	Acidobacteriaceae	ND	ND	0.9996315
a1494bc42e593e5f9000052d55863030	Bacteria	Acidobacteria	Acidobacteriia	Acidobacteriales	Acidobacteriaceae	ND	ND	0.999973455
f008ad7de09d40ec6727efb79def1329	Bacteria	Acidobacteria	Acidobacteriia	Acidobacteriales	Acidobacteriaceae	ND	ND	0.9999801903
c9167f0f38908105dd64b8c437282661	Bacteria	Acidobacteria	Acidobacteriia	Acidobacteriales	Acidobacteriaceae	ND	ND	0.9999968098
3d9338eb4ebd49209a8540cc2085c05f	Bacteria	Acidobacteria	Acidobacteriia	Acidobacteriales	Acidobacteriaceae	ND	ND	0.9999971033
a41307d4b27249c78229567de1bd987c	Bacteria	Acidobacteria	Acidobacteriia	Acidobacteriales	Acidobacteriaceae	ND	ND	0.9999974939
7c62e7b76026fb8705c77fb0d12a7c66	Bacteria	Acidobacteria	Acidobacteriia	Acidobacteriales	Acidobacteriaceae	ND	ND	0.9999975327
9c981f59b351ea1699add178c553d1dd	Bacteria	Acidobacteria	Acidobacteriia	Acidobacteriales	Acidobacteriaceae	ND	ND	0.9999976832
15cac66ae83bd2727afb7e39ae1b8f66	Bacteria	Acidobacteria	Acidobacteriia	Acidobacteriales	Acidobacteriaceae	ND	ND	0.9999977764
ebb66d6b7f8ea2b6423e379273a994e1	Bacteria	Acidobacteria	Acidobacteriia	Acidobacteriales	Acidobacteriaceae	ND	ND	0.9999977787
19142ee385593aba2730a6167c11fe7c	Bacteria	Acidobacteria	Acidobacteriia	Acidobacteriales	Acidobacteriaceae	ND	ND	0.9999982186
6ca470817478ae6272076d9e843229cb	Bacteria	Acidobacteria	Acidobacteriia	Acidobacteriales	Acidobacteriaceae	ND	ND	0.9999984159
d589b038ae3c978f9f4f87fdb3b272db	Bacteria	Acidobacteria	Acidobacteriia	Acidobacteriales	Acidobacteriaceae	Terriglobus	ND	0.7031195102
577c61794346e2d7423c79ed294c71df	Bacteria	Acidobacteria	Acidobacteriia	Acidobacteriales	Acidobacteriaceae	Terriglobus	ND	0.7174077844
1ffec9391c7f30311ce16ef35ea174bf	Bacteria	Acidobacteria	Acidobacteriia	Acidobacteriales	Acidobacteriaceae	Terriglobus	ND	0.7524979948
dccac66a44eac442eb1e2ac293334198	Bacteria	Acidobacteria	Acidobacteriia	Acidobacteriales	Acidobacteriaceae	Terriglobus	ND	0.7528811715
8e66ecf51f9ff4c4dc259133dc3b03d3	Bacteria	Acidobacteria	Acidobacteriia	Acidobacteriales	Acidobacteriaceae	Terriglobus	ND	0.7545579704
b426298f3d782844f53f41c35bea0d03	Bacteria	Acidobacteria	Acidobacteriia	Acidobacteriales	Acidobacteriaceae	Terriglobus	ND	0.7951987584
5037e2f1266ac13d39f746c039f8919e	Bacteria	Acidobacteria	Acidobacteriia	Acidobacteriales	Acidobacteriaceae	Terriglobus	ND	0.8003848152
77b9b5cfa4895cb8edc3869725cb5bcc	Bacteria	Acidobacteria	Acidobacteriia	Acidobacteriales	Acidobacteriaceae	Terriglobus	ND	0.8163801917
77ee1a39ad4686cb0ec3b32ba0924ad0	Bacteria	Acidobacteria	Acidobacteriia	Acidobacteriales	Acidobacteriaceae	Terriglobus	ND	0.8270082867
d20baa37b8911ab7f4dade868fd4957d	Bacteria	Acidobacteria	Acidobacteriia	Acidobacteriales	Acidobacteriaceae	Terriglobus	ND	0.8305717826
3507410210fbdfbae21bb656397b06c4	Bacteria	Acidobacteria	Acidobacteriia	Acidobacteriales	Acidobacteriaceae	Terriglobus	ND	0.8654529508
e597dfdbad43e3b07095d5a3c795be93	Bacteria	Acidobacteria	Acidobacteriia	Acidobacteriales	Acidobacteriaceae	Terriglobus	ND	0.87749675
9db2e41ced7fd05d2496c7e36cf6f80b	Bacteria	Acidobacteria	Acidobacteriia	Acidobacteriales	Acidobacteriaceae	Terriglobus	ND	0.8938604609
7f99709cef613554a2c01a3f664fe99c	Bacteria	Acidobacteria	Acidobacteriia	Acidobacteriales	Koribacteraceae	Candidatus	Koribacter	0.873871652
69f9b58e156d64fa33fcbfa40dc0a0a9	Bacteria	Acidobacteria	Acidobacteriia	Acidobacteriales	Koribacteraceae	Candidatus	Koribacter	0.8902401092
a2c0e95bc96f6b03eaa47a3338ad92ab	Bacteria	Acidobacteria	Acidobacteriia	Acidobacteriales	Koribacteraceae	Candidatus	Koribacter	0.9558683149
46d9fb1bb7ffb869e9acad6dfd2f9da9	Bacteria	Acidobacteria	Acidobacteriia	Acidobacteriales	Koribacteraceae	Candidatus	Koribacter	0.9638515511
dec3b2379f931f29aeaebcf457ea94c0	Bacteria	Acidobacteria	Acidobacteriia	Acidobacteriales	Koribacteraceae	ND	ND	0.7041173313
0e1ae42239b43d79fa9fcffbce0e9722	Bacteria	Acidobacteria	Acidobacteriia	Acidobacteriales	Koribacteraceae	ND	ND	0.7427008856
f7e61f6822d86b3b5c96eab81e8aeef8	Bacteria	Acidobacteria	Acidobacteriia	Acidobacteriales	Koribacteraceae	ND	ND	0.8176504782
dcfdbd9144700e5ef86878fb019480af	Bacteria	Acidobacteria	Acidobacteriia	Acidobacteriales	Koribacteraceae	ND	ND	0.8355502126
dc78d72c61b6e5745bf5445462cadc8c	Bacteria	Acidobacteria	Acidobacteriia	Acidobacteriales	Koribacteraceae	ND	ND	0.9097849677
d03f23a22b9ba85acdb9f25dab613852	Bacteria	Acidobacteria	Acidobacteriia	Acidobacteriales	Koribacteraceae	ND	ND	0.9233769252
5c31fd2e31bf929c1e8004125955fa3a	Bacteria	Acidobacteria	Acidobacteriia	Acidobacteriales	ND	ND	ND	0.7117052171
c0b6610c9752091a2afdd9b43f8375e3	Bacteria	Acidobacteria	Acidobacteriia	Acidobacteriales	ND	ND	ND	0.7255508245
edcf92a394c84f267ccd65d56557400b	Bacteria	Acidobacteria	Acidobacteriia	Acidobacteriales	ND	ND	ND	0.7947821849
04a60bc26266def8ec2071cac5c8f99b	Bacteria	Acidobacteria	Acidobacteriia	Acidobacteriales	ND	ND	ND	0.9997306652
cb39580ebe2cd76f338a22b2e5c5ddc0	Bacteria	Acidobacteria	Acidobacteriia	Acidobacteriales	ND	ND	ND	0.9998288677
05446dbdaf61cfb4ed25fde0d0a65ba1	Bacteria	Acidobacteria	DA052	Ellin6513	ND	ND	ND	0.9791964196
e698d76a8532aa1ff30e6de3dc5ed3aa	Bacteria	Acidobacteria	DA052	Ellin6513	ND	ND	ND	0.9997386955
b46398f63d3753e1949ce45dd987ad01	Bacteria	Acidobacteria	DA052	Ellin6513	ND	ND	ND	0.9998224371
484fecae75d74b3df16592245bf73d60	Bacteria	Acidobacteria	DA052	Ellin6513	ND	ND	ND	0.9999087683
9e2e4f68b6531579198f815b406779de	Bacteria	Acidobacteria	DA052	Ellin6513	ND	ND	ND	0.9999118086
1b8c04d749c351c0d850cc8d344be1ee	Bacteria	Acidobacteria	DA052	Ellin6513	ND	ND	ND	0.9999259559
b7abc0c665195c377916af68008bc1da	Bacteria	Acidobacteria	DA052	Ellin6513	ND	ND	ND	0.9999989138
371d605246fa5303413055bac511c97c	Bacteria	Acidobacteria	DA052	Ellin6513	ND	ND	ND	0.9999995836
2cb21c9bae4da36c9e6d9f5ae10ecb01	Bacteria	Acidobacteria	DA052	Ellin6513	ND	ND	ND	0.9999996979
dd6ffc906063f35300bab4816f91e72f	Bacteria	Acidobacteria	DA052	Ellin6513	ND	ND	ND	0.9999997744
09feb90695666088c70928bff0218b7c	Bacteria	Acidobacteria	DA052	Ellin6513	ND	ND	ND	0.9999998027
43cf08d1fcfb1999bc60d4ecc637d5c5	Bacteria	Acidobacteria	DA052	Ellin6513	ND	ND	ND	0.9999998644
9cfe71c4e44439464e4052e5ad6da6f9	Bacteria	Acidobacteria	DA052	Ellin6513	ND	ND	ND	0.9999998912
61c40396cba55a81a6a685c773a1aa69	Bacteria	Acidobacteria	DA052	Ellin6513	ND	ND	ND	0.9999999526
6c705624fd7e1cc6fe7b2cad0a019958	Bacteria	Acidobacteria	DA052	Ellin6513	ND	ND	ND	0.9999999624
9bbd988b9738b71965ee2e589937ddc1	Bacteria	Acidobacteria	Holophagae	Holophagales	Holophagaceae	ND	ND	0.9999929639
22416154b8b00efae80bda54c4552f63	Bacteria	Acidobacteria	Holophagae	Holophagales	Holophagaceae	ND	ND	0.9999973263
31a5d37fd629a79fd6439e51297530f4	Bacteria	Acidobacteria	iii1-8	DS-18	ND	ND	ND	0.9999886993
a8f1dbdae246d9e6f7fbd24f7c65498f	Bacteria	Acidobacteria	ND	ND	ND	ND	ND	0.7164721334
a3f648260e8993415462d5b5d7072d1a	Bacteria	Acidobacteria	ND	ND	ND	ND	ND	0.7423542566
82f9af93f6953f5ee7901440f8bf4bf0	Bacteria	Acidobacteria	ND	ND	ND	ND	ND	0.7753995831
889ac63faa487e7e0395e650a212d6d0	Bacteria	Acidobacteria	ND	ND	ND	ND	ND	0.7770657814
a5114533b07f962fdf386582a59e86e7	Bacteria	Acidobacteria	ND	ND	ND	ND	ND	0.7860231706
76c366c59a2dd8ffa3660f14f3f38066	Bacteria	Acidobacteria	ND	ND	ND	ND	ND	0.8182921533
6d63c1c8d8d355b07e8c6417e9188e62	Bacteria	Acidobacteria	ND	ND	ND	ND	ND	0.852220777
89f60bee4fc2f0825a962aad0c17ab9b	Bacteria	Acidobacteria	ND	ND	ND	ND	ND	0.9981478957
6073d359a86a878a4df59e79e8804893	Bacteria	Acidobacteria	Solibacteres	ND	ND	ND	ND	0.7125405168
c02a50d4424f005c6e0e7f9a69ccbc07	Bacteria	Acidobacteria	Solibacteres	ND	ND	ND	ND	0.7241591124
ceec2b4b58906670cdb86033bd7f40df	Bacteria	Acidobacteria	Solibacteres	Solibacterales	[Bryobacteraceae]	ND	ND	0.7032859921
3fc227d744caebbaf52b5dbca7ad5099	Bacteria	Acidobacteria	Solibacteres	Solibacterales	[Bryobacteraceae]	ND	ND	0.9996407218
4b0bac97a7b3f3fd151094e0bae589fe	Bacteria	Acidobacteria	Solibacteres	Solibacterales	AKIW659	ND	ND	0.9508574891
72b4d504035bad343ae11f0da8b9349e	Bacteria	Acidobacteria	Solibacteres	Solibacterales	AKIW659	ND	ND	0.9733665078
a50f77c7b28c547346e15815a8fcc6f4	Bacteria	Acidobacteria	Solibacteres	Solibacterales	AKIW659	ND	ND	0.9770917195
9e8e56a6aaef3aef2bcd760b932671c4	Bacteria	Acidobacteria	Solibacteres	Solibacterales	AKIW659	ND	ND	0.9774994683
93e306bf5850e929c34b68a1d225f51e	Bacteria	Acidobacteria	Solibacteres	Solibacterales	MVS-65	ND	ND	0.7824805005
1c35270608f039d7d35447592619c058	Bacteria	Acidobacteria	Solibacteres	Solibacterales	ND	ND	ND	0.7280854293
0b4b2361bf00829d8d112022a5f9f030	Bacteria	Acidobacteria	Solibacteres	Solibacterales	ND	ND	ND	0.7428265179
d784961dc5fb47c192e78376f8c30d51	Bacteria	Acidobacteria	Solibacteres	Solibacterales	ND	ND	ND	0.8422606853
99f08d3afa45e9daa1cff1e16b53d662	Bacteria	Acidobacteria	Solibacteres	Solibacterales	ND	ND	ND	0.9288098097
64d1b8dd81780a32f34ae37fb7b6ad66	Bacteria	Acidobacteria	Solibacteres	Solibacterales	ND	ND	ND	0.9563850841
6df6d2b87f079c48d587ff7a497e7ce8	Bacteria	Acidobacteria	Solibacteres	Solibacterales	ND	ND	ND	0.967932533
75033c1fd0230e5e85861ccbb0e61c74	Bacteria	Acidobacteria	Solibacteres	Solibacterales	ND	ND	ND	0.9970361108
c3f3960fbddba03f756f877d8e5a29e3	Bacteria	Acidobacteria	Solibacteres	Solibacterales	ND	ND	ND	0.9979040232
337981ef2f59e1a474a0934797f80953	Bacteria	Acidobacteria	Solibacteres	Solibacterales	ND	ND	ND	0.998641879
ef75ebaf648ff427a3636ab9c473f7aa	Bacteria	Acidobacteria	Solibacteres	Solibacterales	ND	ND	ND	0.9986511026
d49f5530718f06f053caf53c38b52bfc	Bacteria	Acidobacteria	Solibacteres	Solibacterales	ND	ND	ND	0.9996773559
291e022c111e39b1f2a04013d9304127	Bacteria	Acidobacteria	Solibacteres	Solibacterales	ND	ND	ND	0.9997551763
f4914572ad6fa7ed6a32a3fb71d8f6cf	Bacteria	Acidobacteria	Solibacteres	Solibacterales	ND	ND	ND	0.9998075944
2b592cdc2e03aaaf4bf4acfd7adc1cba	Bacteria	Acidobacteria	Solibacteres	Solibacterales	ND	ND	ND	0.9998937617
34ca20cf1630c7f12f7528e9194890ae	Bacteria	Acidobacteria	Solibacteres	Solibacterales	ND	ND	ND	0.9998988525
a793e82e5bcf3de98cf94487d207a115	Bacteria	Acidobacteria	Solibacteres	Solibacterales	ND	ND	ND	0.9999212176
5633544e2451806696edc72f05c58596	Bacteria	Acidobacteria	Solibacteres	Solibacterales	ND	ND	ND	0.9999308078
ed1eadbc3ecda60c652247629bd2a1e4	Bacteria	Acidobacteria	Solibacteres	Solibacterales	ND	ND	ND	0.9999400402
5e38621409ce95303fb268128359224d	Bacteria	Acidobacteria	Solibacteres	Solibacterales	PAUC26f	ND	ND	0.9997554557
797813989b8eba832e3c74b90e0780ad	Bacteria	Acidobacteria	Solibacteres	Solibacterales	Solibacteraceae	Candidatus	Solibacter	0.8573290462
caa36b44f4714183a0de80a58ffbc5e6	Bacteria	Acidobacteria	Solibacteres	Solibacterales	Solibacteraceae	Candidatus	Solibacter	0.8675531876
56920e4da3b07fc19039b53d9b02b63f	Bacteria	Acidobacteria	Solibacteres	Solibacterales	Solibacteraceae	Candidatus	Solibacter	0.8738495758
2452132b26372c509759ff8a75cd88fb	Bacteria	Acidobacteria	Solibacteres	Solibacterales	Solibacteraceae	Candidatus	Solibacter	0.9486162868
d75e7b03a43ecfca4c6d3df80d37c7ec	Bacteria	Acidobacteria	Solibacteres	Solibacterales	Solibacteraceae	Candidatus	Solibacter	0.9491143204
84182260acff6a895d01c16203ec68d2	Bacteria	Acidobacteria	Solibacteres	Solibacterales	Solibacteraceae	Candidatus	Solibacter	0.9530401232
97fe5f7aae20a3d8f657828583241845	Bacteria	Acidobacteria	Solibacteres	Solibacterales	Solibacteraceae	Candidatus	Solibacter	0.9758760266
83449307cfea8b4058b378239af15912	Bacteria	Acidobacteria	Solibacteres	Solibacterales	Solibacteraceae	Candidatus	Solibacter	0.9806061645
225217c6e9c510218c622619aa93c2b1	Bacteria	Acidobacteria	Solibacteres	Solibacterales	Solibacteraceae	Candidatus	Solibacter	0.9954073605
90da6529e77470e09568f4256073ed77	Bacteria	Acidobacteria	Solibacteres	Solibacterales	Solibacteraceae	Candidatus	Solibacter	0.9959870791
f84450a584c0460e5d54b830fd469fe2	Bacteria	Acidobacteria	Solibacteres	Solibacterales	Solibacteraceae	Candidatus	Solibacter	0.9986174596
2498635a02ad634473772c0e0603d138	Bacteria	Acidobacteria	Solibacteres	Solibacterales	Solibacteraceae	Candidatus	Solibacter	0.9987412354
df7664addc2ed7676dd2012397d3ab66	Bacteria	Acidobacteria	Solibacteres	Solibacterales	Solibacteraceae	ND	ND	0.8224816308
e3f5d4223c5c6daefe57dc6d91ed3287	Bacteria	Acidobacteria	Solibacteres	Solibacterales	Solibacteraceae	ND	ND	0.8986058086
d9e95891fc78ccd5d126241bd37e62b0	Bacteria	Acidobacteria	Solibacteres	Solibacterales	Solibacteraceae	ND	ND	0.9334340902
5cf14451c01b7896306a1561e1c1cfca	Bacteria	Acidobacteria	Solibacteres	Solibacterales	Solibacteraceae	ND	ND	0.943558468
bebebb6d9122fa65ff0b58cbc234a497	Bacteria	Acidobacteria	Solibacteres	Solibacterales	Solibacteraceae	ND	ND	0.9444666457
6e6c46d722b3779dfc195fcf2377cbb6	Bacteria	Acidobacteria	Solibacteres	Solibacterales	Solibacteraceae	ND	ND	0.9549219872
44798d0062c678dd24b203779d5e41ad	Bacteria	Acidobacteria	Solibacteres	Solibacterales	Solibacteraceae	ND	ND	0.9622899982
344db7f1d3bb63a20aa1262f8a02ce17	Bacteria	Acidobacteria	Solibacteres	Solibacterales	Solibacteraceae	ND	ND	0.9698536294
4cc90137850e7c15f7fc2843497d09c5	Bacteria	Acidobacteria	Solibacteres	Solibacterales	Solibacteraceae	ND	ND	0.9840101115
c501dc004299145acbc003a4d322b3b1	Bacteria	Acidobacteria	Solibacteres	Solibacterales	Solibacteraceae	ND	ND	0.9872414928
ba250decc25822fa353e5bf4a754abc3	Bacteria	Acidobacteria	Solibacteres	Solibacterales	Solibacteraceae	ND	ND	0.992756361
98da7ff98824dcfc3968a83c2ebe49de	Bacteria	Acidobacteria	Solibacteres	Solibacterales	Solibacteraceae	ND	ND	0.9955242995
b148fa8d8b2e698ccdd3f2b29842be75	Bacteria	Acidobacteria	Sva0725	Sva0725	ND	ND	ND	0.9999976065
88fac5ca3ffe0d4bd56b39002c5f691e	Bacteria	Actinobacteria	Acidimicrobiia	Acidimicrobiales	C111	ND	ND	0.853615078
5eb9e960cb839636757fcf0fe7283368	Bacteria	Actinobacteria	Acidimicrobiia	Acidimicrobiales	C111	ND	ND	0.859662252
4389709ecdc8df70410e3545ff47213b	Bacteria	Actinobacteria	Acidimicrobiia	Acidimicrobiales	C111	ND	ND	0.9597764722
123fa0e7e2f25f69b25481238ef44838	Bacteria	Actinobacteria	Acidimicrobiia	Acidimicrobiales	C111	ND	ND	0.9894215931
